peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr1_72283475_72283974,8,32,33,24,4,15,5,37,41
chr1_72623360_72623859,10,45,26,22,3,10,5,33,44
chr1_74180451_74180950,11,28,30,7,3,2,4,27,30
chr1_74197818_74198685,60,284,202,155,17,68,18,302,311
chr1_74396908_74397407,8,16,23,10,1,6,4,25,22
chr1_74673719_74674218,9,19,14,4,3,11,2,11,6
chr1_74732823_74733420,50,284,210,90,12,36,30,181,188
chr1_74908728_74909255,13,41,32,34,1,11,10,43,49
chr1_75203629_75204128,11,45,36,12,7,8,1,20,32
chr1_75724065_75725006,36,201,147,126,6,54,17,161,149
chr1_75745356_75745855,8,32,34,9,1,21,12,45,60
chr1_75784554_75785053,7,38,37,15,0,5,2,20,54
chr1_75785891_75786391,13,106,90,47,4,40,12,93,96
chr1_76075877_76076376,12,74,56,22,1,13,7,61,80
chr1_76090257_76090756,7,47,36,8,3,2,1,18,11
chr1_76154055_76154554,8,64,43,23,3,16,3,33,49
chr1_76330937_76331436,9,38,18,11,0,2,3,19,21
chr1_76971596_76971620,0,0,0,0,0,0,0,0,0
chr1_77059922_77060421,11,32,43,33,5,16,7,49,38
chr1_77219182_77219681,12,70,55,30,4,14,5,60,37
chr1_77476381_77476880,8,37,29,4,0,2,2,9,15
chr1_77682406_77683794,39,202,180,165,18,59,31,161,160
chr1_77759603_77760128,13,53,41,38,10,24,8,53,48
chr1_77978981_77979480,20,119,96,68,4,21,8,74,92
chr1_78004635_78005134,11,73,84,30,5,21,6,47,56
chr1_78114337_78114836,7,29,18,11,3,7,2,14,16
chr1_78277252_78277751,15,82,68,12,4,8,6,103,110
chr1_81208346_81208848,16,69,57,21,7,19,10,63,83
chr1_81305899_81306398,11,39,31,13,2,12,6,18,24
chr1_82225403_82225902,9,52,46,12,1,7,6,84,71
chr1_82795528_82796027,8,40,36,6,0,4,2,19,16
chr1_83860333_83861063,11,76,52,35,10,20,8,36,43
chr1_83998927_83999426,10,45,29,30,4,15,6,69,64
chr1_84271499_84271998,9,40,29,18,3,9,4,32,24
chr1_84348018_84348671,24,138,129,5,5,5,1,8,7
chr1_84365681_84366180,11,100,108,8,1,12,7,46,45
chr1_84479025_84479834,12,57,61,36,3,20,14,32,52
chr1_84506021_84506533,30,148,119,104,6,44,13,95,134
chr1_84573720_84574655,20,104,87,60,14,37,10,91,87
chr1_84619281_84619780,10,48,59,1,1,2,2,10,11
chr1_84620557_84621134,15,83,40,37,3,23,12,40,58
chr1_84690374_84690917,10,120,91,76,9,48,15,100,119
chr1_84779869_84780368,6,20,17,13,1,6,10,41,56
chr1_84854265_84854836,20,73,63,13,2,8,11,89,88
chr1_84944585_84945615,12,63,49,53,4,24,9,45,66
chr1_85200569_85201432,14,43,33,25,4,18,8,43,40
chr1_85259518_85260017,7,42,58,44,6,29,11,52,43
chr1_85276292_85276940,55,345,260,184,20,102,39,261,303
chr1_85298085_85298728,21,100,102,12,1,7,2,7,3
chr1_85464390_85464889,8,38,27,13,6,9,3,25,11
chr1_85708088_85708749,32,169,123,59,8,43,15,132,145
chr1_86137263_86137948,19,108,78,9,1,5,7,31,33
chr1_86396055_86396657,13,90,57,50,7,24,11,67,90
chr1_86704249_86705348,41,226,202,161,23,99,25,184,216
chr1_86757117_86757616,9,22,20,8,0,6,3,7,3
chr1_86774178_86774677,5,31,52,19,5,6,10,49,54
chr1_86788340_86788859,12,100,80,7,2,4,8,55,54
chr1_86829176_86829675,8,40,57,10,1,6,0,4,8
chr1_86914101_86914752,27,134,114,153,26,70,30,172,163
chr1_87131822_87131993,4,12,18,11,7,9,5,26,18
chr1_87154414_87154913,10,81,70,2,2,3,1,7,5
chr1_87208812_87209311,19,87,72,6,3,3,1,11,10
chr1_87279281_87279780,10,57,60,9,3,2,2,4,3
chr1_87328109_87328738,11,60,48,48,15,31,10,81,82
chr1_87869596_87870095,23,85,74,20,5,13,4,81,108
chr1_87902739_87903238,2,39,32,33,2,23,7,43,41
chr1_88683885_88684511,30,163,176,135,13,43,20,145,163
chr1_88891288_88891879,20,84,73,67,18,37,9,56,69
chr1_88992651_88993287,53,215,226,127,24,78,18,139,172
chr1_89351611_89352110,8,43,39,7,2,6,5,27,34
chr1_89524366_89525088,12,87,73,53,9,27,8,61,51
chr1_89540376_89540875,10,61,47,8,2,1,2,7,4
chr1_89724647_89725146,8,55,47,16,1,4,8,21,28
chr1_89739121_89739620,13,89,91,7,2,6,0,5,4
chr1_89757513_89758034,10,53,46,9,8,8,9,21,34
chr1_89815625_89816124,5,23,17,3,3,9,7,23,30
chr1_89820504_89821183,15,64,54,32,8,22,10,35,54
chr1_89821367_89821866,4,33,26,23,9,16,7,27,31
chr1_89994653_89995419,30,178,122,74,20,55,11,117,115
chr1_90325124_90325627,7,34,32,31,2,13,10,66,52
chr1_90974314_90974813,10,31,18,7,2,5,4,5,6
chr1_91021589_91022481,73,352,287,107,14,81,23,153,165
chr1_91500643_91501375,19,124,71,94,14,37,9,102,89
chr1_91569409_91570031,12,39,46,5,4,4,5,11,8
chr1_91713408_91713907,7,30,32,9,0,9,6,51,43
chr1_92080172_92080671,10,75,79,40,5,25,5,30,30
chr1_92096226_92096745,10,38,39,4,1,7,11,37,49
chr1_92298499_92299204,13,93,80,64,14,35,11,55,85
chr1_92459669_92460259,11,61,57,39,9,16,9,52,60
chr1_92486740_92487239,12,61,58,17,7,1,4,27,21
chr1_92784532_92785431,39,132,116,88,17,40,14,119,111
chr1_92831794_92832475,17,127,89,105,8,33,9,83,90
chr1_93078888_93079508,13,59,64,39,8,22,10,35,60
chr1_93179583_93180814,52,249,225,201,29,102,28,202,212
chr1_93345616_93346115,6,47,39,35,9,18,10,38,47
chr1_93704039_93704538,9,49,39,9,0,5,3,7,5
chr1_93846139_93846888,15,87,53,49,6,32,13,47,47
chr1_93847069_93847568,7,32,38,39,5,15,16,52,42
chr1_93878399_93879451,12,68,59,29,2,20,9,43,42
chr1_93909147_93909850,14,120,103,54,10,35,14,101,59
chr1_94014787_94015428,13,95,91,8,2,3,7,4,7
chr1_94247524_94248023,8,40,22,13,5,15,3,42,11
chr1_94417810_94418550,37,241,143,115,14,50,14,144,99
chr1_94541715_94542214,12,29,33,12,3,7,4,20,33
chr1_94602317_94602816,4,28,21,46,9,11,14,53,73
chr1_94713692_94714191,8,62,36,18,7,12,5,39,31
chr1_94720294_94720899,25,90,102,25,5,13,8,42,52
chr1_94735268_94735788,8,80,63,4,1,2,3,9,10
chr1_94854335_94854834,12,48,39,22,5,11,5,28,29
chr1_94875768_94876267,8,26,19,6,0,7,2,9,6
chr1_95072446_95073249,22,216,150,80,13,50,21,93,133
chr1_95233801_95234413,29,188,137,66,7,41,16,156,97
chr1_96309708_96310207,9,29,29,11,5,9,6,21,37
chr1_96362487_96363013,25,132,133,8,0,10,12,92,111
chr1_96465448_96465947,10,23,20,3,0,8,8,30,27
chr1_96524150_96524649,7,41,22,13,4,11,5,26,22
chr1_96560050_96560555,12,72,42,18,2,12,14,45,74
chr1_96721494_96722227,12,73,42,49,16,39,12,61,46
chr1_97920529_97921285,24,93,78,56,8,42,8,89,79
chr1_98323962_98324483,5,58,49,10,3,9,12,82,88
chr1_98761362_98761861,9,38,30,7,2,4,0,6,11
chr1_98871294_98872015,12,68,73,71,6,50,14,175,143
chr1_98881786_98882285,11,46,51,10,1,7,4,24,29
chr1_99264008_99264764,19,73,57,23,7,12,11,47,34
chr1_99849859_99850400,9,48,55,27,15,16,2,36,56
chr1_99969697_99970461,9,46,62,40,10,19,12,53,54
chr1_100037869_100038574,14,66,47,43,15,17,5,40,40
chr1_100132730_100133301,24,118,112,93,10,48,17,92,101
chr1_100249629_100250223,10,100,79,61,10,36,12,69,79
chr1_100265911_100266478,14,72,59,53,13,26,16,60,65
chr1_100352097_100352596,4,39,25,36,12,20,7,39,54
chr1_100463945_100464444,7,74,48,13,5,13,3,15,14
chr1_100894608_100895107,9,47,35,25,6,9,7,18,25
chr1_100895476_100896225,23,80,80,49,6,14,16,61,60
chr1_101025627_101026126,10,44,42,24,8,26,6,43,33
chr1_101257725_101258246,14,71,82,21,10,19,11,57,59
chr1_101291606_101292105,9,46,40,14,7,10,3,19,24
chr1_101567692_101567861,6,14,13,13,0,1,0,22,21
chr1_103160374_103160873,9,33,30,15,1,12,4,18,22
chr1_103525753_103526252,15,104,66,52,6,24,6,50,64
chr1_104765082_104765581,9,34,47,8,1,2,3,16,28
chr1_107056392_107057600,38,211,140,73,12,54,38,175,152
chr1_107936393_107937552,17,87,81,18,5,9,5,58,66
chr1_107991663_107992162,7,34,41,8,6,3,1,9,5
chr1_108117892_108118466,11,64,55,5,0,4,4,7,4
chr1_108199979_108200990,24,99,69,43,14,30,9,51,39
chr1_108559732_108560231,13,53,47,37,5,13,2,45,42
chr1_108646631_108647130,8,57,45,41,5,35,5,63,71
chr1_108692025_108692738,17,62,56,50,10,30,13,50,57
chr1_108746294_108746942,21,121,89,81,6,56,12,89,103
chr1_108830396_108830895,7,22,22,11,5,2,3,10,12
chr1_108876706_108877274,5,49,44,47,10,22,13,47,53
chr1_108962974_108963595,13,75,79,47,13,21,8,42,41
chr1_109041642_109042343,23,94,97,62,12,40,9,63,65
chr1_109090447_109091032,10,75,58,44,10,25,6,46,51
chr1_109099837_109100336,7,65,48,55,11,32,8,49,61
chr1_109162263_109162762,8,21,30,13,3,16,3,18,14
chr1_109283026_109283585,12,63,35,45,10,23,10,39,54
chr1_109425920_109426804,31,139,128,96,15,43,21,102,137
chr1_109438938_109439107,7,12,12,1,0,1,0,1,2
chr1_109483486_109484436,11,60,56,83,15,27,14,75,65
chr1_109493791_109494370,18,46,42,37,11,18,9,38,41
chr1_109548215_109548714,6,26,32,21,9,11,4,35,31
chr1_109620991_109621160,7,20,16,16,2,7,1,19,9
chr1_109821164_109821663,15,75,81,14,3,7,7,32,26
chr1_109822118_109822617,18,90,85,5,2,4,2,14,9
chr1_109890124_109890623,29,110,117,8,4,3,2,2,5
chr1_109984432_109985004,21,80,89,71,11,39,9,50,66
chr1_110003882_110004381,10,37,49,6,4,5,1,17,16
chr1_110034325_110035156,22,94,80,86,13,31,12,69,42
chr1_110040602_110041101,10,31,43,9,4,1,1,7,7
chr1_110057854_110058353,12,35,57,3,4,12,1,10,9
chr1_110338488_110339561,64,328,290,412,42,168,41,323,334
chr1_110407429_110407939,9,57,54,29,5,19,8,33,34
chr1_110433786_110434285,12,64,55,14,4,7,4,22,26
chr1_110502418_110502917,8,37,43,14,6,10,1,14,10
chr1_110520915_110521084,5,15,15,0,1,0,0,3,2
chr1_110858137_110858636,8,35,29,4,2,3,2,5,11
chr1_110963712_110964335,39,160,154,157,31,73,14,158,176
chr1_111140024_111140523,12,42,42,24,9,19,8,23,28
chr1_111449026_111449602,12,101,85,106,17,27,15,57,75
chr1_111507380_111508349,26,131,108,74,12,43,18,86,87
chr1_111592660_111593418,19,109,81,11,5,10,4,7,6
chr1_111739206_111739749,14,74,47,39,10,26,8,41,32
chr1_111755263_111756012,20,146,142,87,20,51,12,87,103
chr1_112395905_112396404,9,64,42,21,4,16,3,21,20
chr1_112466095_112466618,14,72,79,39,10,20,8,28,52
chr1_112619558_112620303,12,64,50,47,8,33,8,58,52
chr1_112700729_112701228,11,69,41,10,4,2,2,20,9
chr1_112704798_112705297,18,122,129,7,3,9,2,9,10
chr1_112715257_112715756,8,49,43,30,6,13,1,40,21
chr1_112723089_112723752,15,60,55,18,8,13,0,14,18
chr1_112882317_112882816,10,34,34,9,4,5,0,12,8
chr1_112955743_112956703,29,136,111,123,24,60,11,113,105
chr1_113072529_113073670,34,154,131,105,17,55,17,111,110
chr1_113390014_113390670,18,103,81,78,13,39,13,110,97
chr1_113542060_113542559,8,40,34,21,3,7,4,17,16
chr1_113758772_113760298,26,97,83,66,9,19,18,66,71
chr1_113812130_113812630,29,123,110,89,10,56,15,90,117
chr1_113904615_113905475,47,277,266,206,21,127,36,242,258
chr1_114083086_114083585,8,25,35,4,3,2,3,8,20
chr1_114346407_114347021,6,51,54,48,9,22,9,43,49
chr1_114458186_114458685,9,56,56,6,1,2,7,21,13
chr1_114510663_114511463,12,79,62,64,11,40,9,50,44
chr1_114581561_114582060,7,54,53,35,7,24,3,57,63
chr1_114669601_114670408,11,101,52,41,6,21,8,34,53
chr1_114757324_114758351,31,143,117,139,13,57,16,121,118
chr1_114780432_114780973,15,100,104,51,8,35,13,55,93
chr1_115373177_115373744,14,148,142,24,3,17,13,75,55
chr1_115829162_115829661,14,54,38,11,1,6,3,21,33
chr1_115982552_115982713,3,12,12,2,0,4,5,11,11
chr1_116092702_116093201,7,46,41,4,2,5,2,7,0
chr1_116228521_116229020,13,24,28,9,1,2,3,3,6
chr1_116372920_116373490,21,111,98,94,14,36,11,94,76
chr1_116504311_116504846,25,90,111,36,4,36,11,81,84
chr1_116514920_116515623,12,91,77,32,11,33,11,51,82
chr1_116537359_116537858,9,46,54,2,2,1,5,10,6
chr1_116570165_116571219,24,107,88,52,14,27,12,56,75
chr1_116881770_116882396,9,34,31,13,3,6,3,20,24
chr1_116963056_116963555,8,46,44,12,2,13,1,7,5
chr1_117059900_117060486,18,120,103,102,15,43,21,117,95
chr1_117077234_117077733,13,72,78,10,3,8,8,22,15
chr1_117121517_117122069,12,55,51,51,8,31,10,67,72
chr1_117237667_117238432,11,40,30,6,2,5,1,7,3
chr1_117366266_117367771,32,152,90,67,18,51,23,133,85
chr1_117605614_117606302,21,93,94,138,12,65,21,112,142
chr1_117929114_117930012,20,198,151,86,13,58,16,101,138
chr1_118039043_118039546,13,65,51,17,1,9,10,77,72
chr1_119001940_119002439,6,36,44,14,2,3,3,17,20
chr1_119140167_119140964,42,323,262,142,23,97,28,173,175
chr1_119646761_119647462,29,142,148,4,3,2,0,6,4
chr1_119648054_119648553,18,81,70,23,5,20,6,50,44
chr1_119711674_119712173,9,37,32,16,1,10,2,14,18
chr1_120131992_120132491,6,16,33,13,0,7,4,18,14
chr1_120176240_120176800,17,63,57,23,7,24,13,28,45
chr1_120529365_120529864,7,64,48,10,0,3,6,16,10
chr1_120558169_120558850,16,112,74,53,15,24,6,42,44
chr1_121092459_121093016,28,126,109,28,10,16,22,62,90
chr1_121097079_121097578,12,29,30,23,8,7,10,20,24
chr1_121184383_121184882,9,49,42,30,7,13,1,29,28
chr1_121516459_121516958,11,64,33,24,4,13,1,26,23
chr1_143665536_143666035,10,35,34,13,4,6,2,28,32
chr1_143879818_143880492,21,131,115,29,9,16,10,80,88
chr1_143884463_143884962,11,45,38,28,5,13,5,14,19
chr1_145008315_145008814,9,51,48,4,3,1,6,18,20
chr1_145010034_145010203,7,13,10,2,1,1,5,3,2
chr1_145017648_145018147,9,33,36,16,4,4,4,14,28
chr1_145607771_145608270,18,78,79,44,10,20,7,45,50
chr1_145823530_145824339,14,79,55,40,7,20,7,46,29
chr1_145858686_145859400,11,47,45,50,10,18,8,31,17
chr1_145872577_145873076,8,28,16,16,3,6,6,23,23
chr1_145918492_145919148,11,47,45,57,4,22,6,38,39
chr1_145926958_145927796,25,90,107,77,7,20,11,49,63
chr1_145957738_145958364,16,85,72,54,7,27,9,54,64
chr1_145964415_145964914,9,51,43,38,4,19,1,28,30
chr1_145979336_145979970,18,92,90,40,10,26,10,58,73
chr1_145996457_145996956,10,62,68,49,9,22,10,57,50
chr1_146522795_146523294,9,48,53,6,2,2,2,7,5
chr1_146938120_146938619,11,58,46,27,7,8,1,24,20
chr1_147172165_147172913,27,175,144,74,8,45,13,81,77
chr1_147242270_147243323,40,206,181,92,16,42,13,92,87
chr1_147599409_147600311,14,85,55,35,6,14,3,31,32
chr1_147670285_147670843,24,115,91,30,5,10,6,36,32
chr1_147890101_147890600,9,23,24,16,3,7,5,10,4
chr1_147928149_147928795,23,100,81,50,8,20,9,37,34
chr1_148151773_148152485,15,82,60,32,8,20,5,13,30
chr1_148318494_148318993,4,24,25,27,7,16,9,23,36
chr1_148522438_148522937,6,23,21,14,2,6,2,15,14
chr1_148748515_148749014,10,27,26,17,5,10,6,22,18
chr1_148951793_148952570,26,117,63,56,16,35,8,46,38
chr1_148992288_148992787,12,82,67,8,1,6,1,17,17
chr1_149787820_149788548,23,136,124,41,7,16,19,72,97
chr1_149792489_149792988,8,44,24,26,9,11,3,28,15
chr1_149832396_149832895,8,48,39,76,16,32,6,50,48
chr1_149842450_149843130,19,83,90,120,20,59,16,110,92
chr1_149850713_149851233,14,81,70,102,14,55,10,107,92
chr1_149852223_149852722,11,36,39,51,11,27,11,53,46
chr1_149860899_149861398,6,38,31,65,9,36,7,40,51
chr1_149886548_149887053,15,82,69,108,10,35,15,68,91
chr1_149887919_149888088,6,11,13,11,3,4,2,13,23
chr1_150010525_150011024,10,32,33,31,4,16,6,21,22
chr1_150067335_150067834,13,50,51,21,8,10,6,24,11
chr1_150235886_150236459,16,69,88,91,14,38,13,74,58
chr1_150293566_150294065,9,44,33,14,4,14,2,12,23
chr1_150321219_150321718,10,42,42,37,5,13,5,25,26
chr1_150363369_150364295,18,122,80,170,17,61,16,104,154
chr1_150487137_150487636,10,52,57,42,5,33,7,34,30
chr1_150515320_150515929,12,64,71,70,11,11,11,45,55
chr1_150552187_150552771,9,50,62,26,4,15,10,31,44
chr1_150560854_150561738,20,56,50,32,7,16,9,29,33
chr1_150578940_150579862,16,88,62,77,17,37,10,75,88
chr1_150628973_150629921,31,166,157,210,23,92,21,158,161
chr1_150696950_150697592,10,79,77,78,14,40,13,70,38
chr1_150876443_150877083,32,133,131,137,17,60,23,145,154
chr1_150925940_150926482,3,45,50,59,9,24,10,59,67
chr1_150977156_150977655,8,30,31,5,1,4,3,20,23
chr1_151008138_151008637,5,37,32,34,9,8,10,32,28
chr1_151057820_151057989,5,13,12,5,2,2,0,8,13
chr1_151146455_151147028,14,50,53,39,8,30,10,39,37
chr1_151165704_151166239,12,54,51,50,12,13,7,49,45
chr1_151198182_151198681,9,44,37,36,5,14,8,37,30
chr1_151254407_151254987,9,57,56,19,4,18,10,21,34
chr1_151281145_151281695,14,113,79,107,15,28,8,98,80
chr1_151281774_151282406,27,137,170,180,24,81,35,141,145
chr1_151311448_151312059,21,54,73,10,6,7,10,31,38
chr1_151347001_151347608,15,64,73,63,16,35,11,53,52
chr1_151540034_151540533,8,52,40,42,9,23,7,25,23
chr1_151790397_151790897,18,74,93,71,17,32,5,45,40
chr1_151909332_151909866,10,69,70,47,16,27,8,42,47
chr1_151945770_151945939,7,21,10,5,2,2,1,4,8
chr1_152036286_152037315,23,62,76,34,13,14,9,37,48
chr1_152047890_152048451,41,240,218,54,9,47,15,98,113
chr1_152622729_152623228,12,55,40,22,3,10,6,25,27
chr1_153544886_153545385,6,42,45,24,9,17,8,21,24
chr1_153566507_153567006,12,40,53,14,3,6,5,37,29
chr1_153609139_153609638,11,44,45,13,4,8,6,7,6
chr1_153633746_153634448,26,93,90,109,17,40,9,94,89
chr1_153670795_153671575,22,143,126,97,13,50,16,96,94
chr1_153727585_153728084,6,39,43,46,11,23,5,48,52
chr1_153790854_153791353,8,17,19,10,3,7,1,13,10
chr1_153922753_153923365,31,122,107,125,19,57,20,128,119
chr1_153945771_153946423,16,60,55,38,7,22,12,72,52
chr1_153946726_153946895,7,20,16,16,3,5,1,21,15
chr1_153958371_153958959,17,84,77,57,9,24,16,58,48
chr1_153967589_153968088,6,29,42,31,12,22,2,32,26
chr1_153977483_153978009,9,16,24,28,11,18,5,20,23
chr1_153990472_153990971,8,34,32,54,11,25,4,54,40
chr1_154182122_154182865,22,106,110,50,5,28,9,51,46
chr1_154182940_154183498,13,69,70,42,14,18,5,50,49
chr1_154220356_154221029,18,146,138,154,10,62,11,152,169
chr1_154405098_154405597,11,55,42,38,4,12,8,36,50
chr1_154431507_154432006,8,64,59,8,2,2,5,7,7
chr1_154558610_154559261,13,90,78,131,9,42,12,136,120
chr1_154626718_154627902,22,62,65,31,7,17,8,29,32
chr1_154936477_154937580,25,126,104,104,16,48,17,89,80
chr1_154961556_154962055,13,46,48,45,10,21,2,33,31
chr1_154974173_154974801,29,157,120,140,19,56,23,164,148
chr1_154982984_154983522,8,54,52,60,14,25,8,55,64
chr1_155001047_155001208,4,9,15,19,1,3,5,26,22
chr1_155001936_155002435,7,47,38,49,17,26,7,52,63
chr1_155011939_155012438,9,30,47,9,4,2,4,8,10
chr1_155050388_155051367,20,109,66,71,12,20,16,62,45
chr1_155084618_155085648,24,88,84,88,22,39,13,74,69
chr1_155135045_155136141,37,141,101,84,15,25,15,88,77
chr1_155173043_155173644,10,44,51,57,9,24,15,53,61
chr1_155273290_155273789,8,18,25,33,6,16,4,22,22
chr1_155308362_155309017,19,121,131,97,13,49,15,96,96
chr1_155324202_155324701,11,63,91,86,9,35,8,80,56
chr1_155562743_155563404,13,60,58,90,11,31,11,66,77
chr1_155609834_155610412,28,63,89,60,12,34,14,70,85
chr1_155688522_155689312,17,75,68,73,14,29,6,53,51
chr1_155745379_155745945,27,85,94,86,13,45,9,90,77
chr1_155859203_155860278,16,105,98,74,14,31,12,92,82
chr1_155860290_155860789,14,68,51,13,0,9,3,20,15
chr1_155934162_155934661,8,44,48,45,12,26,6,42,30
chr1_155970431_155971043,15,50,66,31,12,14,7,31,34
chr1_156054455_156055237,18,57,62,62,15,31,12,59,57
chr1_156065234_156065733,7,16,20,7,2,6,2,10,3
chr1_156114232_156115210,19,118,125,24,7,18,12,95,81
chr1_156126083_156126622,12,52,50,23,3,7,12,32,44
chr1_156127134_156127303,3,10,11,8,1,3,0,12,14
chr1_156193747_156194246,17,80,95,75,11,42,14,100,77
chr1_156212627_156213476,19,87,60,58,13,36,12,46,50
chr1_156281343_156281512,5,11,12,2,0,3,0,4,5
chr1_156282237_156283007,15,69,61,50,11,20,10,49,45
chr1_156338073_156338702,28,125,119,157,17,63,23,142,132
chr1_156456359_156456940,14,52,48,37,6,13,13,41,49
chr1_156457097_156457596,14,45,47,26,2,11,6,25,21
chr1_156500518_156501254,15,61,71,50,13,23,12,60,49
chr1_156572308_156572807,8,22,27,17,6,12,8,5,15
chr1_156659931_156660430,10,39,47,18,2,12,7,33,30
chr1_156673414_156673913,9,28,35,13,1,7,4,5,8
chr1_156684461_156684960,14,35,41,5,3,7,1,7,6
chr1_156691663_156692162,8,46,73,6,2,1,4,8,1
chr1_156728506_156729096,11,87,68,91,9,24,12,59,52
chr1_156740914_156741584,30,118,116,161,12,61,21,162,156
chr1_156751688_156752187,5,29,27,31,11,15,6,42,33
chr1_156767010_156767685,24,111,134,138,9,56,12,96,93
chr1_157138138_157138637,13,67,40,37,8,18,5,42,20
chr1_157289078_157289247,4,22,11,3,2,3,0,3,4
chr1_158149512_158150011,5,28,18,28,1,10,7,22,21
chr1_158180858_158181357,15,34,30,14,5,14,6,20,15
chr1_159015462_159015961,10,34,33,10,1,11,3,21,20
chr1_159091427_159091926,8,27,21,2,1,3,3,6,4
chr1_159780407_159781118,29,157,139,104,13,44,15,108,109
chr1_159826183_159826682,7,43,33,9,4,10,5,11,20
chr1_159910340_159910839,12,61,69,49,7,17,6,61,62
chr1_159923641_159923810,5,21,20,5,2,4,1,9,6
chr1_160031710_160032209,9,29,34,31,8,13,5,32,34
chr1_160262212_160262804,12,60,51,72,5,35,9,54,63
chr1_160284953_160285452,9,42,35,17,7,10,4,25,26
chr1_160343036_160343535,8,28,30,25,6,13,3,32,24
chr1_160574963_160575462,12,57,69,20,3,9,5,15,19
chr1_161083267_161083896,12,69,68,12,3,6,15,29,38
chr1_161092457_161092956,7,34,34,8,2,11,2,17,15
chr1_161132299_161133059,16,73,71,54,11,26,4,46,38
chr1_161159265_161159764,8,24,31,28,6,17,6,33,29
chr1_161166097_161166649,22,86,92,52,15,36,9,61,53
chr1_161202033_161202532,9,71,71,36,8,21,3,37,26
chr1_161225616_161226120,23,104,132,80,10,32,8,78,79
chr1_161389700_161390235,12,60,52,47,12,23,9,44,58
chr1_161399337_161400222,18,81,55,51,8,31,9,42,49
chr1_161506420_161506919,13,55,62,21,6,6,2,15,19
chr1_161705964_161706877,21,105,112,6,2,8,1,9,5
chr1_161749457_161750329,33,115,93,51,15,28,9,48,53
chr1_162023666_162024165,7,23,19,16,5,20,2,16,20
chr1_162087016_162087515,8,17,20,12,3,4,4,6,2
chr1_162497556_162498055,11,46,43,34,11,11,4,31,27
chr1_162561127_162561691,33,150,134,66,11,43,15,93,84
chr1_162790370_162790900,32,145,126,63,6,26,17,73,97
chr1_163321618_163322123,24,171,149,96,11,44,19,131,107
chr1_164558638_164559137,31,143,137,34,6,22,1,39,31
chr1_164720687_164721186,3,10,8,29,13,14,6,28,17
chr1_164787235_164787734,14,36,33,16,4,6,3,25,16
chr1_165537138_165537842,12,82,71,20,2,12,5,48,40
chr1_165597993_165598545,30,129,136,40,10,16,5,44,52
chr1_165630633_165631158,27,146,114,61,8,35,12,80,87
chr1_165697964_165698930,18,131,116,49,6,31,7,49,59
chr1_165768652_165769151,16,117,79,59,7,31,6,50,65
chr1_165827346_165828224,22,108,77,51,6,25,8,45,42
chr1_165854084_165854583,25,143,126,12,1,8,7,47,67
chr1_165857187_165857686,5,64,68,13,3,8,7,45,36
chr1_165871311_165871810,14,78,59,17,3,10,2,33,28
chr1_166272019_166272518,11,76,63,1,0,4,0,7,5
chr1_166272791_166273290,13,78,68,10,1,6,3,8,7
chr1_166489605_166490366,12,75,69,30,5,12,7,41,40
chr1_166511738_166512237,7,50,43,3,2,1,4,27,35
chr1_166838921_166839687,48,293,197,47,10,31,15,104,80
chr1_166875592_166876737,46,303,227,145,16,89,23,162,164
chr1_166902150_166902649,10,111,110,28,4,18,10,57,80
chr1_166903169_166903668,6,65,53,5,3,4,1,10,9
chr1_166910331_166910830,8,19,19,14,3,8,0,11,18
chr1_167043973_167044472,8,25,28,22,4,15,1,31,27
chr1_167220278_167220902,33,120,125,96,17,39,11,136,104
chr1_167553307_167554011,14,111,88,61,16,25,7,60,47
chr1_167714189_167714688,12,62,57,28,7,13,4,34,44
chr1_167721559_167722250,11,94,73,52,12,29,10,57,76
